,index,book_title,author_id,Year released,Rating,ratings
23,630,"Boyfriend Material (London Calling, #1)",80.0,2020,4.09,81106.0
24,633,"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",276.0,2021,3.74,15428.0
25,634,"Moon Called (Mercy Thompson, #1)",267.0,2006,4.14,196203.0
26,635,After I Do (Paperback),18.0,2014,3.99,74312.0
27,636,"In Bed with a Highlander (McCabe Trilogy, #1)",254.0,2011,3.98,33404.0
28,638,"Hello Stranger (The Ravenels, #4)",68.0,2018,4.06,23454.0
29,639,"Lover Reborn (Black Dagger Brotherhood, #10)",42.0,2012,4.33,80075.0
30,640,"Rush (Breathless, #1)",254.0,2013,3.91,75310.0
31,641,"Priest (Priest, #1)",277.0,2015,3.76,58593.0
32,642,"Forever (The Wolves of Mercy Falls, #3)",292.0,2011,3.89,120152.0
33,643,"The Bookshop on the Corner (Scottish Bookshop, #1)",278.0,2016,3.84,73591.0
34,644,Layla (Kindle Edition),7.0,2020,3.75,198655.0
35,645,The No-Show (Paperback),23.0,2022,3.9,35240.0
36,647,"After We Fell (After, #3)",102.0,2014,3.83,125212.0
37,648,"Across the Universe (Across the Universe, #1)",279.0,2011,3.77,117352.0
38,649,Funny You Should Ask (Paperback),292.0,2022,3.78,43861.0
39,650,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",70.0,2014,4.13,102978.0
40,651,"Idol (VIP, #1)",251.0,2016,4.0,33894.0
41,652,"A Deal with the Elf King (Married to Magic, #1)",281.0,2020,3.77,61780.0
42,653,"Rising Tides (Chesapeake Bay Saga, #2)",292.0,1998,4.16,32651.0
43,655,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",14.0,2003,3.81,84084.0
44,656,"If the Shoe Fits (Meant to Be, #1)",283.0,2021,4.02,24503.0
45,658,"Terms and Conditions  (Dreamland Billionaires, #2)",127.0,2022,4.27,78931.0
46,659,A Pho Love Story (Hardcover),284.0,2021,3.71,15200.0
47,660,"Devil's Daughter (The Ravenels, #5)",292.0,2019,4.15,23397.0
48,663,"A Wallflower Christmas (Wallflowers, #4.5)",68.0,2008,3.87,24035.0
49,664,Eliza and Her Monsters (Hardcover),286.0,2017,4.16,60125.0
50,666,"The Boyfriend Project (The Boyfriend Project, #1)",287.0,2020,3.58,14233.0
51,667,"Crooked Kingdom (Six of Crows, #2)",78.0,2016,4.61,477098.0
52,671,"Origin (Lux, #4)",55.0,2013,4.34,106214.0
53,673,"Eleven Scandals to Start to Win a Duke's Heart (Love By Numbers, #3)",104.0,2011,4.0,26960.0
54,674,"No Good Duke Goes Unpunished (The Rules of Scoundrels, #3)",292.0,2013,3.86,20338.0
55,675,"Heart of the Sea (Gallaghers of Ardmore, #3)",93.0,2000,4.15,30801.0
56,676,Hani and Ishu's Guide to Fake Dating (Kindle Edition),290.0,2021,4.15,21328.0
57,677,"The Book of Life (All Souls, #3)",71.0,2014,4.19,171986.0
58,678,"Unearthly (Unearthly, #1)",291.0,2011,4.01,126498.0
59,679,Holding Up the Universe (Hardcover),66.0,2016,3.76,105375.0
60,680,"Never Judge a Lady by Her Cover (The Rules of Scoundrels, #4)",104.0,2014,3.96,19315.0
61,681,"Visions of Heat (Psy-Changeling, #2)",151.0,2007,4.08,38315.0
62,682,"Definitely Dead (Sookie Stackhouse, #6)",99.0,2006,4.01,198979.0
63,683,"The Girl with the Make-Believe Husband (Rokesbys, #2)",20.0,2017,3.94,31086.0
64,684,The Song of Achilles (Paperback),32.0,2011,4.38,950167.0
65,685,"Illuminae (The Illuminae Files, #1)",217.0,2015,4.25,141918.0
66,686,"Morrigan's Cross (Circle Trilogy, #1)",93.0,2006,4.14,52998.0
67,687,"Born in Shame (Born In Trilogy, #3)",93.0,1996,4.1,34165.0
68,688,"Red Lily (In the Garden, #3)",93.0,2005,4.08,38459.0
69,690,"The Play (Briar U, #3)",21.0,2019,4.07,59152.0
70,691,"The Raven Prince (Princes Trilogy, #1)",293.0,2006,3.95,22313.0
71,692,Midnight Sun [2008 Draft] (ebook),3.0,2008,4.01,149452.0
72,693,"China Rich Girlfriend (Crazy Rich Asians, #2)",67.0,2015,3.84,188682.0
73,694,"Always Only You (Bergman Brothers, #2)",232.0,2020,4.05,24067.0
74,695,"Kiss of the Highlander (Highlander, #4)",156.0,2001,4.3,41767.0
75,696,This Time Next Year (Kindle Edition),294.0,2020,3.85,71158.0
76,697,"Throttled (Dirty Air, #1)",127.0,2020,3.88,67884.0
77,698,"Tokyo Ever After (Tokyo Ever After, #1)",295.0,2021,3.96,31215.0
78,699,"Pretty Reckless (All Saints High, #1)",132.0,2019,4.12,56819.0
79,700,"Ten Things I Love About You (Bevelstoke, #3)",20.0,2010,3.99,24867.0
80,701,Stepbrother Dearest (Paperback),261.0,2014,4.06,66152.0
81,702,"Heaven, Texas (Chicago Stars, #2)",163.0,1995,4.05,33014.0
82,703,"Backstage Pass (Sinners on Tour, #1)",296.0,2010,4.0,60233.0
83,704,"Wicked Lovely (Wicked Lovely, #1)",297.0,2007,3.69,162190.0
84,705,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",298.0,2020,3.96,148866.0
85,706,"Lead (Stage Dive, #3)",159.0,2014,4.28,47155.0
86,707,"Down London Road (On Dublin Street, #2)",61.0,2013,4.21,52006.0
87,708,"Wicked Intentions (Maiden Lane, #1)",293.0,2010,3.82,18073.0
88,709,Hate Notes (Kindle Edition),250.0,2018,4.14,63594.0
89,710,Since You've Been Gone (Hardcover),214.0,2014,4.09,109598.0
90,711,"Reached (Matched, #3)",64.0,2012,3.55,157531.0
91,712,"Key of Knowledge (Key Trilogy, #2)",93.0,2003,4.12,36506.0
92,713,The Last Letter from Your Lover (Paperback),11.0,2008,3.99,109017.0
93,714,"Welcome to Temptation (Dempseys, #1)",114.0,2000,3.94,33011.0
94,715,"The Maddest Obsession (Made, #2)",149.0,2019,4.31,85902.0
95,716,"White Hot (Hidden Legacy, #2)",233.0,2017,4.47,38726.0
96,717,"The Tourist Attraction (Moose Springs, Alaska #1)",299.0,2020,3.56,24886.0
97,718,"Chasing Cassandra (The Ravenels, #6)",68.0,2020,4.14,24023.0
98,719,Starry Eyes (Hardcover),216.0,2018,4.01,26572.0
99,720,Mr. Wrong Number (Kindle Edition),178.0,2022,3.75,30262.0
100,721,"Finale (Hush, Hush, #4)",65.0,2012,4.14,163162.0
101,722,Flipped (Paperback),300.0,2001,3.97,109473.0
102,723,"Things We Never Got Over (Knockemout, #1)",301.0,2022,4.29,175869.0
103,724,"Act Like It (London Celebrities, #1)",302.0,2015,3.87,10804.0
104,725,A Room with a View (Paperback),303.0,1908,3.9,169459.0
105,728,"Prodigy (Legend, #2)",150.0,2013,4.24,241293.0
106,729,"Grin and Beard It (Winston Brothers, #2)",118.0,2016,4.14,27092.0
107,731,Eligible: A Modern Retelling of Pride & Prejudice (Hardcover),305.0,2016,3.6,83519.0
108,732,"All Together Dead (Sookie Stackhouse, #7)",99.0,2007,4.05,195863.0
109,733,"The Iron Duke (Iron Seas, #1)",306.0,2010,3.84,16737.0
110,734,"Key of Valor (Key Trilogy, #3)",93.0,2003,4.13,36182.0
111,735,"Before Jamaica Lane (On Dublin Street, #3)",61.0,2014,4.3,42069.0
112,736,"Whitney, My Love (Westmoreland, #2)",198.0,1985,4.13,34654.0
113,737,"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",124.0,2013,4.21,84454.0
114,738,"Bloodfever (Fever, #2)",156.0,2007,4.25,103842.0
115,739,"Isn't It Bromantic? (Bromance Book Club, #4)",43.0,2021,4.07,20046.0
116,740,"Lover at Last (Black Dagger Brotherhood, #11)",292.0,2013,4.3,67563.0
117,741,"On the Fence (Old Town Shops, #2)",199.0,2014,4.03,57713.0
118,742,"No Rest for the Wicked (Immortals After Dark, #2)",185.0,2006,4.27,56303.0
119,743,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",15.0,2014,4.33,255753.0
120,744,Beauty: A Retelling of the Story of Beauty and the Beast (Paperback),307.0,1978,4.05,77679.0
121,745,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",139.0,2013,3.67,50009.0
122,746,My True Love Gave to Me: Twelve Holiday Stories (Hardcover),24.0,2014,3.67,39069.0
123,747,"Well Matched (Well Met, #3)",308.0,2021,3.87,18109.0
124,748,"Someone to Watch Over Me (Bow Street Runners, #1)",52.0,1998,3.77,21345.0
125,749,"This Heart of Mine (Chicago Stars, #5)",68.0,2001,4.09,30843.0
126,751,The Henna Wars (Hardcover),292.0,2020,4.0,20281.0
127,752,"At Grave's End (Night Huntress, #3)",292.0,2008,4.29,87401.0
128,753,"Chesapeake Blue (Chesapeake Bay Saga, #4)",93.0,2002,4.19,33157.0
129,754,"While We Were Dating (The Wedding Date, #6)",38.0,2021,3.76,29416.0
130,755,"Seduction and Snacks (Chocolate Lovers, #1)",309.0,2012,4.07,52342.0
131,756,"The Risk (Mindf*ck, #1)",310.0,2016,4.29,73865.0
132,757,Felix Ever After (Hardcover),311.0,2020,4.32,47296.0
133,758,Egomaniac (Paperback),250.0,2017,4.22,44747.0
134,759,"Be with Me (Wait for You, #2)",55.0,2014,4.12,46763.0
135,760,"The Warlord Wants Forever (Immortals After Dark, #0.5)",292.0,2006,4.04,58997.0
136,761,"Magic Bites (Kate Daniels, #1)",233.0,2007,4.05,117960.0
137,762,"The Lost Duke of Wyndham (Two Dukes of Wyndham, #1)",20.0,2008,3.74,22186.0
138,763,"The Year We Fell Down (The Ivy Years, #1)",181.0,2014,3.96,28236.0
139,764,"Beauty and the Mustache (Knitting in the City, #4; Winston Brothers, #0)",118.0,2014,4.21,27550.0
140,768,"After Ever Happy (After, #4)",292.0,2015,3.99,109402.0
141,769,Only Mostly Devastated (Hardcover),313.0,2020,3.99,23451.0
142,770,"On the Edge (The Edge, #1)",233.0,2009,4.04,42672.0
143,771,A Midsummer Night's Dream (Paperback),27.0,1595,3.95,498829.0
144,774,Frederica (Paperback),229.0,1965,4.19,20606.0
145,776,"Love Unscripted (Love, #1)",315.0,2010,4.02,67961.0
146,777,Perfect on Paper (Hardcover),313.0,2021,4.07,21852.0
147,778,"Dead and Gone (Sookie Stackhouse, #9)",99.0,2009,4.01,183547.0
148,779,"From Dead to Worse (Sookie Stackhouse, #8)",99.0,2008,4.01,183532.0
149,780,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",14.0,2004,3.84,84338.0
150,781,"Pride, Prejudice, and Other Flavors (The Rajes, #1)",316.0,2019,3.69,15208.0
151,782,"Effortless (Thoughtless, #2)",179.0,2011,4.35,115071.0
152,783,"Blood Brothers (Sign of Seven, #1)",93.0,2007,4.16,52509.0
153,784,"Beautiful World, Where Are You (Hardcover)",59.0,2021,3.59,250892.0
154,786,"The Other Miss Bridgerton (Rokesbys, #3)",20.0,2018,4.02,27367.0
155,787,"The Vincent Boys (The Vincent Boys, #1)",124.0,2011,3.95,73664.0
156,788,"Motorcycle Man (Dream Man, #4)",231.0,2012,4.39,55492.0
157,790,"The Wedding (Lairds' Fiancées, #2)",171.0,1995,4.16,33476.0
158,791,"Chain Reaction (Perfect Chemistry, #3)",63.0,2011,4.09,62409.0
159,792,You Should See Me in a Crown (Hardcover),318.0,2020,4.13,36131.0
160,793,You Should See Me in a Crown (Hardcover),318.0,2020,4.13,36131.0
161,794,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",319.0,2006,3.83,185180.0
162,795,Would Like to Meet (Kindle Edition),320.0,2019,3.72,19515.0
163,796,"A Kiss for Midwinter (Brothers Sinister, #1.5)",113.0,2012,3.88,9569.0
164,797,"Hearts in Darkness (Hearts in Darkness, #1)",321.0,2011,3.85,36815.0
165,798,The Marriage Game (Paperback),196.0,2020,3.53,14635.0
166,799,"Dreamfever (Fever, #4)",156.0,2009,4.38,98363.0
167,800,"Wolfsong (Green Creek, #1)",148.0,2016,4.36,41622.0
168,801,"Sweet Dreams (Colorado Mountain, #2)",231.0,2011,4.38,47278.0
169,802,"Ransom (Highlands' Lairds, #2)",171.0,1999,4.32,33842.0
170,803,"The Intimacy Experiment (The Shameless Series, #2)",84.0,2021,3.71,15730.0
171,804,"The Dark Highlander (Highlander, #5)",156.0,2002,4.27,36922.0
172,805,"Archangel's Kiss (Guild Hunter, #2)",151.0,2010,4.2,55634.0
173,806,Nick & Norah's Infinite Playlist (Hardcover),201.0,2006,3.7,83459.0
174,807,"The Winner's Crime (The Winner's Trilogy, #2)",154.0,2015,4.1,62529.0
175,809,Northern Lights (Mass Market Paperback),93.0,2004,4.02,43218.0
176,810,Good Girl Complex (Paperback),21.0,2022,3.6,39196.0
177,811,"Devil's Bride (Cynster, #1)",322.0,1998,4.08,20804.0
178,812,"Paradise (Second Opportunities, #1)",198.0,1991,4.3,33238.0
179,813,"The Secret of Ella and Micha (The Secret, #1)",206.0,2012,3.99,70471.0
180,814,"Lore Olympus: Volume One (Lore Olympus, #1)",323.0,2021,4.37,66132.0
181,815,The Girl He Used to Know (Hardcover),190.0,2019,3.96,42169.0
182,816,To Hate Adam Connor (Kindle Edition),292.0,2016,4.09,47460.0
183,817,"Until Friday Night (The Field Party, #1)",124.0,2015,3.92,55583.0
184,818,"Barbarian Alien (Ice Planet Barbarians, #2)",292.0,2015,3.81,42699.0
185,819,Just Last Night (Paperback),119.0,2021,4.04,31666.0
186,820,"To Tame a Highland Warrior (Highlander, #2)",292.0,1999,4.13,33037.0
187,821,"Friends Without Benefits (Knitting in the City, #2)",118.0,2013,3.96,26016.0
188,822,XOXO (ebook),324.0,2021,3.9,16609.0
189,823,The Siren (Paperback),28.0,2009,3.72,76367.0
190,824,"A Scot in the Dark (Scandal & Scoundrel, #2)",104.0,2016,3.74,14277.0
191,825,"Maybe Not (Maybe, #1.5)",7.0,2014,3.86,76362.0
192,826,"Champion (Legend, #3)",150.0,2013,4.33,199846.0
193,827,"I Wish You All the Best (I Wish You All the Best, #1)",325.0,2019,4.2,35376.0
194,829,"One with You (Crossfire, #5)",292.0,2016,4.12,68873.0
195,830,"The Suffragette Scandal (Brothers Sinister, #4)",113.0,2014,4.06,8335.0
196,831,Turtles All the Way Down (Hardcover),1.0,2017,3.91,475614.0
197,832,Fangirl (Kindle Edition),12.0,2013,3.98,695972.0
198,833,The Wedding Crasher (Paperback),292.0,2022,3.78,15266.0
199,834,"Desperate Measures (Wicked Villains, #1)",81.0,2019,3.55,27506.0
200,836,"Pleasure Unbound (Demonica, #1)",326.0,2008,4.04,53139.0
201,837,"Night Embrace (Dark-Hunter, #2)",203.0,2003,4.23,58839.0
202,838,Love From A to Z (Kindle Edition),327.0,2019,4.16,15600.0
203,839,"Wicked Deeds on a Winter's Night (Immortals After Dark, #3)",185.0,2007,4.34,53529.0
204,840,"Payback's a Witch (The Witches of Thistle Grove, #1)",328.0,2021,3.69,15882.0
205,841,"Flat-Out Love (Flat-Out Love, #1)",329.0,2011,3.99,58622.0
206,842,"Wildfire (Hidden Legacy, #3)",233.0,2017,4.5,34237.0
207,843,"The Dare (Briar U, #4)",292.0,2020,3.8,50684.0
208,844,"In Flight (Up in the Air, #1)",330.0,2012,4.08,76825.0
209,845,"It Starts with Us (It Ends with Us, #2)",7.0,2022,4.64,3988.0
210,846,"Dance with the Devil (Dark-Hunter, #3)",203.0,2003,4.37,64073.0
211,849,"Girl Gone Viral (Modern Love, #2)",170.0,2020,3.72,10713.0
212,850,"The Inheritance Games (The Inheritance Games, #1)",292.0,2020,4.23,266372.0
213,851,"About That Night (FBI/US Attorney, #3)",168.0,2012,4.04,24376.0
214,852,"The Boy Next Door (Boy, #1)",270.0,2002,3.82,66285.0
215,853,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",333.0,2001,4.07,482030.0
216,854,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",333.0,2001,4.07,482030.0
217,856,"Managed (VIP, #2)",251.0,2016,4.26,31104.0
218,857,The Bridges of Madison County (Mass Market Paperback),335.0,1992,3.66,89660.0
219,858,I Owe You One (Hardcover),292.0,2019,3.54,65966.0
220,860,"Knight (Unfinished Hero, #1)",231.0,2012,3.92,53672.0
221,862,"Kiss of Midnight (Midnight Breed,  #1)",337.0,2007,3.92,64186.0
222,865,"The Winter King (Weathermages of Mystral, #1)",340.0,2014,4.07,18752.0
223,867,Frankly in Love (Hardcover),342.0,2019,3.75,26164.0
224,868,"Royals (Royals, #1)",288.0,2018,3.77,22774.0
225,869,The Prince and the Dressmaker (Paperback),343.0,2018,4.37,87981.0
226,870,"White Hot Kiss (The Dark Elements, #1)",55.0,2014,4.2,71136.0
227,871,"Reaper's Property (Reapers MC, #1)",292.0,2013,4.08,57251.0
228,872,"The Immortal Highlander (Highlander, #6)",156.0,2004,4.3,35973.0
229,873,"The Highlander's Touch (Highlander, #3)",156.0,2000,4.13,31955.0
230,874,"A Marvellous Light (The Last Binding, #1)",345.0,2021,4.03,16806.0
231,875,"Opposition (Lux, #5)",55.0,2014,4.35,78823.0
232,876,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",124.0,2013,4.23,66094.0
233,877,Boy Meets Boy (Paperback),137.0,2003,3.82,72807.0
234,878,"Checkmate (Neighbor from Hell, #3)",117.0,2012,4.13,47848.0
235,879,"Law Man (Dream Man, #3)",231.0,2012,4.3,43965.0
236,881,"Hang the Moon (Written in the Stars, #2)",110.0,2021,3.86,10989.0
237,882,Venetia (Paperback),229.0,1958,4.11,16407.0
238,884,Cotillion (Paperback),229.0,1953,4.08,15398.0
239,885,"Reason to Breathe (Breathing, #1)",346.0,2011,4.21,90348.0
240,886,"Dead in the Family (Sookie Stackhouse, #10)",99.0,2010,3.89,158836.0
241,887,"Splendid (The Splendid Trilogy, #1)",292.0,1995,3.88,21984.0
242,888,"Daughter of the Forest  (Sevenwaters, #1)",292.0,1999,4.27,61061.0
243,889,Brutal Prince (Brutal Birthright #1),348.0,2020,3.9,59077.0
244,890,"Destined for an Early Grave (Night Huntress, #4)",141.0,2009,4.32,83078.0
245,892,"Deep (Stage Dive, #4)",159.0,2015,4.03,38619.0
246,893,Carolina Moon (Mass Market Paperback),93.0,2000,4.07,43099.0
247,894,Counting Down with You (Hardcover),350.0,2021,4.09,15123.0
248,895,Pride (ebook),351.0,2018,3.75,25057.0
249,896,"Ricochet (Addicted, #2)",111.0,2013,3.88,48742.0
250,897,Love & Other Disasters (Kindle Edition),352.0,2022,3.87,11166.0
251,898,"The Secrets of Sir Richard Kenworthy (Smythe-Smith Quartet, #4)",20.0,2015,3.66,18785.0
252,899,"Dark Prince (Dark, #1)",353.0,1999,3.99,55659.0
0,1200,Never Let Me Go (Paperback),288.0,2005,3.84,593231.0
1,1201,Tess of the D’Urbervilles (Paperback),406.0,1891,3.82,264435.0
2,1203,"Kiss of Steel (London Steampunk, #1)",446.0,2012,3.86,12266.0
3,1204,"A Great and Terrible Beauty (Gemma Doyle, #1)",288.0,2003,3.79,219739.0
4,1205,"Things We Never Got Over (Knockemout, #1)",288.0,2022,4.29,175869.0
5,1207,"Minx (The Splendid Trilogy, #3)",20.0,1996,3.86,16764.0
6,1208,"Restore Me (Shatter Me, #4)",58.0,2018,4.17,116386.0
7,1209,Sparrow (Kindle Edition),132.0,2016,4.08,48585.0
8,1210,"Captive in the Dark (The Dark Duet, #1)",288.0,2011,3.96,69921.0
9,1211,"Perfect (Second Opportunities, #2)",198.0,1993,4.3,23473.0
10,1213,"Trade Me (Cyclone, #1)",113.0,2015,3.75,5305.0
11,1214,"Covet (Fallen Angels, #1)",42.0,2009,3.91,49252.0
12,1215,"The Iron Queen (The Iron Fey, #3)",207.0,2011,4.2,104266.0
13,1216,"Hunting Ground (Alpha & Omega, #2)",267.0,2009,4.27,66592.0
14,1217,"Immortal in Death (In Death, #3)",191.0,1996,4.28,51583.0
15,1218,"Finale (Caraval, #3)",133.0,2019,4.21,96804.0
16,1219,"Never Never: Part Two (Never Never, #2)",7.0,2015,4.01,55286.0
17,1220,"The Will (Magdalene, #1)",231.0,2014,4.29,29046.0
18,1221,"Driven (Driven, #1)",449.0,2013,4.26,59370.0
19,1223,"Polaris Rising (Consortium Rebellion, #1)",450.0,2019,3.92,10458.0
20,1224,"The Sweetest Thing (Lucky Harbor, #2)",275.0,2011,4.1,19800.0
21,1225,"Rainshadow Road (Friday Harbor, #2)",68.0,2012,3.87,15510.0
22,1226,"Never Love a Highlander (McCabe Trilogy, #3)",254.0,2011,4.21,25853.0
23,1228,"Hideaway (Devil's Night, #2)",46.0,2017,4.08,58200.0
24,1229,"Dancing at Midnight (The Splendid Trilogy, #2)",288.0,1995,3.77,15464.0
25,1230,"King (King, #1)",451.0,2015,4.17,43994.0
26,1231,"Blameless (Parasol Protectorate, #3)",131.0,2010,3.99,39484.0
27,1232,The Sweet Gum Tree (Paperback),452.0,2005,4.27,29341.0
28,1233,"Magic Slays (Kate Daniels, #5)",233.0,2011,4.4,70852.0
29,1234,"The Duke Who Didn't (Wedgeford Trials, #1)",113.0,2020,3.92,4475.0
30,1235,"The Proposal (The Survivors' Club, #1)",312.0,2012,3.82,11343.0
31,1236,Play of Passion (Psy-Changeling #9),151.0,2010,4.23,27951.0
32,1237,"What I Did for Love (Wynette, Texas, #5)",163.0,2009,3.91,18807.0
33,1238,The Girl You Left Behind (Paperback),11.0,2012,4.01,153951.0
34,1239,"The Heart of Betrayal (The Remnant Chronicles, #2)",288.0,2015,4.22,63608.0
35,1240,"My Favorite Mistake (My Favorite Mistake, #1)",453.0,2012,3.98,55970.0
36,1241,"Barbarian Lover (Ice Planet Barbarians, #3)",164.0,2015,3.9,31023.0
37,1242,"Bombshell (Hell's Belles, #1)",104.0,2021,3.82,8823.0
38,1243,"Silver Borne (Mercy Thompson, #5)",267.0,2010,4.38,102351.0
39,1244,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6, 3.3)",28.0,2015,4.09,56952.0
40,1245,"Dead Reckoning (Sookie Stackhouse, #11)",99.0,2011,3.8,122829.0
0,1200,Never Let Me Go (Paperback),279.0,2005,3.84,593231.0
1,1201,Tess of the D’Urbervilles (Paperback),406.0,1891,3.82,264435.0
2,1203,"Kiss of Steel (London Steampunk, #1)",446.0,2012,3.86,12266.0
3,1204,"A Great and Terrible Beauty (Gemma Doyle, #1)",279.0,2003,3.79,219739.0
4,1205,"Things We Never Got Over (Knockemout, #1)",279.0,2022,4.29,175869.0
5,1207,"Minx (The Splendid Trilogy, #3)",20.0,1996,3.86,16764.0
6,1208,"Restore Me (Shatter Me, #4)",58.0,2018,4.17,116386.0
7,1209,Sparrow (Kindle Edition),132.0,2016,4.08,48585.0
8,1210,"Captive in the Dark (The Dark Duet, #1)",279.0,2011,3.96,69921.0
9,1211,"Perfect (Second Opportunities, #2)",198.0,1993,4.3,23473.0
10,1213,"Trade Me (Cyclone, #1)",113.0,2015,3.75,5305.0
11,1214,"Covet (Fallen Angels, #1)",42.0,2009,3.91,49252.0
12,1215,"The Iron Queen (The Iron Fey, #3)",207.0,2011,4.2,104266.0
